order_id,order_date,product_id,order_qty,sales_amount,discount_amount,profit_amount
77202,2018-01-31 22:56:00,1360,1,314.6400146,13.10999966,91.25
75939,2018-01-13 12:27:00,1360,1,311.3599854,16.38999939,-249.0899963
75938,2018-01-13 12:06:00,1360,1,309.7200012,18.03000069,-247.7799988
75937,2018-01-13 11:45:00,1360,1,304.8099976,22.94000053,22.86000061
75936,2018-01-13 11:24:00,1360,1,298.25,29.5,134.2100067
75935,2018-01-13 11:03:00,1360,1,294.980011,32.77999878,18.57999992
75934,2018-01-13 10:42:00,1360,1,288.4200134,39.33000183,95.18000031
75933,2018-01-13 10:21:00,1360,1,285.1400146,42.61000061,68.43000031
75932,2018-01-13 10:00:00,1360,1,278.5899963,49.15999985,133.7200012
75931,2018-01-13 09:39:00,1360,1,275.3099976,52.43999863,132.1499939
75930,2018-01-13 09:18:00,1360,1,272.0299988,55.72000122,130.5800018
75929,2018-01-13 08:57:00,1360,1,268.7600098,59.0,45.68999863
75928,2018-01-13 08:36:00,1360,1,262.2000122,65.55000305,21.76000023
75927,2018-01-13 08:15:00,1360,1,245.8099976,81.94000244,24.57999992
75926,2018-01-13 07:54:00,1360,1,327.75,0.0,16.38999939
75925,2018-01-13 07:33:00,1360,1,324.4700012,3.279999971,-259.5799866
75924,2018-01-13 07:12:00,1360,1,321.2000122,6.559999943,-246.3600006
75923,2018-01-13 06:51:00,1360,1,317.9200134,9.829999924,23.84000015
75922,2018-01-13 06:30:00,1360,1,314.6400146,13.10999966,102.2600021
75921,2018-01-13 06:09:00,1360,1,311.3599854,16.38999939,87.18000031
75920,2018-01-13 05:48:00,1360,1,309.7200012,18.03000069,154.8600006
75919,2018-01-13 05:27:00,1360,1,304.8099976,22.94000053,82.30000305
75918,2018-01-13 05:06:00,1360,1,298.25,29.5,22.37000084
75917,2018-01-13 04:45:00,1360,1,294.980011,32.77999878,17.70000076
75916,2018-01-13 04:24:00,1360,1,288.4200134,39.33000183,90.27999878
75915,2018-01-13 04:03:00,1360,1,285.1400146,42.61000061,131.1699982
75914,2018-01-13 03:42:00,1360,1,278.5899963,49.15999985,90.54000092
75913,2018-01-13 03:21:00,1360,1,275.3099976,52.43999863,82.58999634
75912,2018-01-13 03:00:00,1360,1,272.0299988,55.72000122,-17.13999939
75911,2018-01-13 02:39:00,1360,1,268.7600098,59.0,23.64999962
75910,2018-01-13 02:18:00,1360,1,262.2000122,65.55000305,73.41999817
75909,2018-01-13 01:57:00,1360,1,245.8099976,81.94000244,113.0699997
75908,2018-01-13 01:36:00,1360,1,327.75,0.0,24.57999992
75907,2018-01-13 01:15:00,1360,1,324.4700012,3.279999971,-97.33999634
75906,2018-01-13 00:54:00,1360,1,321.2000122,6.559999943,-425.5799866
75905,2018-01-13 00:33:00,1360,1,317.9200134,9.829999924,152.6000061
75904,2018-01-13 00:12:00,1360,1,314.6400146,13.10999966,151.0299988
75903,,1360,1,311.3599854,16.38999939,62.27000046
75902,,1360,1,309.7200012,18.03000069,35.0
75901,,1360,1,304.8099976,22.94000053,57.29999924
75900,,1360,1,298.25,29.5,143.1600037
75899,,1360,1,294.980011,32.77999878,135.6900024
75898,,1360,1,288.4200134,39.33000183,132.6699982
75897,,1360,1,285.1400146,42.61000061,119.7600021
75896,,1360,1,278.5899963,49.15999985,31.47999954
75895,,1360,1,275.3099976,52.43999863,86.16999817
75894,,1360,1,272.0299988,55.72000122,130.5800018
75893,,1360,1,268.7600098,59.0,0.0
28744,2016-02-24 13:57:00,365,2,115.1800003,4.800000191,-30.75
45461,2016-10-25 14:39:00,627,2,79.18000031,0.800000012,-122.7300034
31115,2016-03-30 04:37:00,502,2,96.0,4.0,33.59999847
45766,2016-10-30 01:31:00,627,2,75.98000336,4.0,24.69000053
47752,2016-11-28 01:18:00,502,2,91.0,9.0,9.100000381
50054,2016-12-31 15:47:00,502,2,87.0,13.0,-21.75
20365,2015-10-25 06:24:00,502,2,82.0,18.0,6.150000095
36146,,278,2,74.68000031,15.30000019,22.40999985
41234,2016-08-24 21:45:00,249,2,90.15000153,19.79000092,25.23999977
32090,2016-04-13 10:12:00,365,2,117.5800018,2.400000095,30.5699997
34773,2016-05-22 14:10:00,365,2,95.98000336,24.0,46.0699997
44046,,191,3,263.9700012,36.0,-184.7799988
46414,,627,3,113.9700012,6.0,38.75
46599,,917,3,63.99000168,1.980000019,-3.650000095
48434,,828,3,79.66000366,16.30999947,38.22999954
12827,,191,3,293.9700012,6.0,129.3500061
63936,2017-07-22 07:16:00,191,3,269.9700012,30.0,132.2899933
65030,,191,3,224.9799957,74.98999786,76.04000092
18108,2015-09-22 07:41:00,365,3,176.3699951,3.599999905,81.12999725
62571,,365,3,167.3699951,12.60000038,43.52000046
17162,,365,3,163.7700043,16.20000076,68.77999878
65922,2017-08-20 07:03:00,365,3,161.9700012,18.0,40.49000168
63936,2017-07-22 07:16:00,502,3,139.5,10.5,20.93000031
64813,,627,3,107.9700012,12.0,12.19999981
67892,2017-09-18 01:14:00,502,3,112.5,37.5,12.71000004
12525,,917,3,55.40999985,10.56000042,7.760000229
5895,2015-03-28 00:55:00,191,3,299.9700012,0.0,101.3899994
56359,,365,3,178.1699982,1.799999952,-285.0700073
58613,,365,3,170.9700012,9.0,42.74000168
7824,2015-04-25 04:44:00,365,3,170.0700073,9.899999619,49.3199997
7814,2015-04-25 01:14:00,365,3,167.3699951,12.60000038,80.33999634
7814,2015-04-25 01:14:00,365,3,163.7700043,16.20000076,-26.69000053
60807,,365,3,152.9700012,27.0,-117.3300018
53413,2017-02-18 16:36:00,365,3,152.9700012,27.0,47.88000107
7888,2015-04-26 03:10:00,502,3,150.0,0.0,72.0
6783,,627,3,115.1699982,4.800000191,29.94000053
56973,,502,3,144.0,6.0,23.46999931
7824,2015-04-25 04:44:00,502,3,142.5,7.5,68.40000153
55155,2017-03-16 02:54:00,502,3,139.5,10.5,43.65999985
5991,2015-03-29 10:33:00,502,3,132.0,18.0,13.19999981
2263,,502,3,132.0,18.0,46.20000076
2263,,502,3,130.5,19.5,10.43999958
53403,2017-02-18 13:05:00,502,3,124.5,25.5,15.56000042
51298,2017-01-18 19:37:00,627,3,99.58000183,20.38999939,32.86000061
4919,2015-03-13 18:59:00,502,5,240.0,10.0,9.600000381
52640,,627,5,189.9499969,10.0,55.09000015
6358,,627,5,188.9499969,11.0,68.58999634
57106,2017-04-13 14:25:00,502,5,236.25,13.75,51.97999954
6245,,502,5,236.25,13.75,-23.62999916
52166,2017-01-31 11:43:00,642,5,136.5,13.5,66.88999939
56172,2017-03-30 23:12:00,627,5,181.9499969,18.0,11.46000004
55829,2017-03-25 23:02:00,502,5,225.0,25.0,22.5
52478,,502,5,225.0,25.0,67.5
57242,2017-04-15 14:04:00,627,5,173.9600067,25.98999977,78.27999878
3137,2015-02-15 18:40:00,502,5,217.5,32.5,104.4000015
60127,2017-05-27 16:48:00,502,5,217.5,32.5,47.84999847
3828,2015-02-25 20:46:00,627,5,169.9600067,29.98999977,44.18999863
60386,2017-05-31 11:33:00,502,5,212.5,37.5,8.5
973,2015-01-15 04:32:00,627,5,167.9600067,31.98999977,83.98000336
57999,2017-04-26 15:16:00,502,5,207.5,42.5,70.13999939
54585,,502,5,207.5,42.5,72.62999725
57598,2017-04-20 18:47:00,502,5,200.0,50.0,-140.0
54274,,502,5,200.0,50.0,-32.59999847
60673,,627,5,149.9600067,49.99000168,68.98000336
59387,2017-05-16 21:33:00,502,5,187.5,62.5,-11.81000042
52640,,502,5,187.5,62.5,52.5
10007,2015-05-27 01:32:00,502,5,187.5,62.5,91.87999725
55984,2017-03-28 05:20:00,818,5,237.5500031,2.400000095,29.69000053
52478,,825,5,153.5500031,6.400000095,73.69999695
58375,,306,5,395.9599915,53.99000168,-79.19000244
56448,,977,5,124.4599991,25.48999977,34.84999847
8221,2015-04-30 23:49:00,44,5,284.9500122,15.0,74.08999634
58034,2017-04-27 03:32:00,191,5,499.9500122,0.0,149.9900055
2203,,191,5,494.9500122,5.0,-18.80999947
53069,2017-02-13 16:05:00,191,5,484.9500122,15.0,140.6399994
60146,2017-05-27 23:28:00,191,5,479.9500122,20.0,36.0
55409,2017-03-19 19:53:00,191,5,479.9500122,20.0,179.9799957
8678,,191,5,474.9500122,25.0,-783.6699829
7980,2015-04-27 11:23:00,191,5,474.9500122,25.0,199.4799957
57185,2017-04-14 18:06:00,191,5,449.9599915,50.0,-269.9700012
8636,,191,5,449.9599915,50.0,-22.5
61192,,251,5,337.4599915,112.4899979,59.06000137
55876,2017-03-26 15:30:00,365,5,299.9500122,0.0,140.9799957
53331,2017-02-17 11:52:00,365,5,296.9500122,3.0,81.66000366
51725,2017-01-25 01:13:00,365,5,296.9500122,3.0,18.40999985
52562,,365,5,293.9500122,6.0,33.22000122
59754,2017-05-22 06:08:00,365,5,290.9500122,9.0,25.30999947
53574,2017-02-21 01:00:00,365,5,287.9500122,12.0,-239.8600006
399,,365,5,283.4500122,16.5,-155.8999939
51050,2017-01-15 04:44:00,191,1,86.98999786,13.0,40.02000046
45680,2016-10-28 19:23:00,403,1,127.3899994,2.599999905,44.59000015
42992,2016-09-19 13:39:00,403,1,118.2900009,11.69999981,57.95999908
41304,2016-08-25 22:16:00,403,1,116.9899979,13.0,30.42000008
45680,2016-10-28 19:23:00,365,1,49.18999863,10.80000019,24.60000038
44253,,403,1,103.9899979,26.0,48.88000107
46098,,957,1,296.980011,3.0,0.0
41304,2016-08-25 22:16:00,957,1,293.980011,6.0,95.54000092
71077,,1352,1,252.8800049,0.0,-50.58000183
69703,2017-10-14 11:42:00,1349,1,447.519989,4.519999981,120.8300018
71112,,1352,1,250.3500061,2.529999971,25.04000092
69810,2017-10-16 01:12:00,1349,1,443.0,9.039999962,212.6399994
71092,,1352,1,245.2899933,7.590000153,68.68000031
69610,2017-10-13 03:08:00,1349,1,433.9599915,18.07999992,135.8300018
71000,,1352,1,240.2400055,12.64000034,78.08000183
70734,2017-10-29 12:55:00,1351,1,1417.5,82.5,595.3499756
69626,2017-10-13 08:44:00,1349,1,427.1799927,24.86000061,21.36000061
69482,,1349,1,427.1799927,24.86000061,213.5899963
70769,2017-10-30 01:10:00,1351,1,1395.0,105.0,55.79999924
69643,2017-10-13 14:41:00,1349,1,420.3999939,31.63999939,126.1200027
71051,,1352,1,230.1199951,22.76000023,6.900000095
69408,,1349,1,411.3599854,40.68000031,-277.6700134
71123,,1352,1,230.1199951,22.76000023,105.8600006
70534,2017-10-26 14:51:00,1351,1,1365.0,135.0,86.0
69641,2017-10-13 13:59:00,1349,1,406.8399963,45.20000076,195.2799988
70960,,1352,1,227.5899963,25.29000092,22.76000023
69908,2017-10-17 11:32:00,1349,1,384.230011,67.80999756,180.5899963
70957,,1352,1,214.9499969,37.93000031,101.0299988
69637,2017-10-13 12:35:00,1349,1,379.7099915,72.33000183,118.8499985
70955,,1352,1,209.8899994,42.99000168,60.86999893
70919,,1352,1,209.8899994,42.99000168,73.45999908
71009,,1352,1,209.8899994,42.99000168,39.88000107
69653,2017-10-13 18:11:00,1349,1,370.6700134,81.37000275,177.9199982
69527,,1349,1,370.6700134,81.37000275,129.7400055
71080,,1352,1,207.3600006,45.52000046,62.20999908
70544,2017-10-26 18:21:00,1351,1,1200.0,300.0,90.0
69471,,1349,1,339.0299988,113.0100021,118.6600037
68879,,60,1,989.9899902,10.0,415.7999878
67214,,24,1,78.38999939,1.600000024,8.619999886
17810,2015-09-17 23:17:00,44,1,52.18999863,7.800000191,16.34000015
18793,,278,1,43.18999863,1.799999952,12.52999973
65109,,191,1,95.98999786,4.0,25.92000008
15673,2015-08-17 18:35:00,191,1,94.98999786,5.0,-13.57999992
18183,2015-09-23 09:57:00,278,1,41.84000015,3.150000095,10.03999996
20234,2015-10-23 08:31:00,191,1,89.98999786,10.0,10.80000019
13139,,191,1,87.98999786,12.0,16.71999931
33824,,278,3,128.2200012,6.75,28.85000038
31364,,191,3,278.9700012,21.0,133.9100037
40495,2016-08-14 02:51:00,191,3,272.9700012,27.0,79.16000366
31364,,191,3,272.9700012,27.0,19.11000061
34506,2016-05-18 16:38:00,365,3,170.9700012,9.0,10.77000046
33607,,365,3,167.3699951,12.60000038,-284.5299988
32617,2016-04-21 02:50:00,365,3,158.3699951,21.60000038,69.68000031
37496,,627,3,118.7699966,1.200000048,7.480000019
32617,2016-04-21 02:50:00,567,3,73.5,1.5,11.02999973
49075,2016-12-17 08:48:00,502,3,132.0,18.0,-24.8199997
33824,,502,3,132.0,18.0,33.0
49075,2016-12-17 08:48:00,502,3,130.5,19.5,36.54000092
41623,2016-08-30 14:02:00,627,3,99.58000183,20.38999939,-76.37000275
39271,2016-07-27 06:01:00,627,3,99.58000183,20.38999939,8.760000229
38598,2016-07-17 10:14:00,893,3,74.22000122,0.75,36.36999893
37845,,924,3,40.29000092,7.679999828,18.12999916
42331,,365,4,227.9600067,12.0,-12.98999977
41345,2016-08-26 12:38:00,365,4,203.9700012,35.99000168,74.04000092
51168,2017-01-16 22:04:00,502,4,200.0,0.0,90.0
51168,2017-01-16 22:04:00,627,4,156.7599945,3.200000048,-2.190000057
43599,2016-09-28 10:19:00,502,4,189.0,11.0,85.05000305
41901,,905,4,79.97000122,19.98999977,3.039999962
42751,2016-09-16 01:13:00,191,4,363.9599915,36.0,-266.7900085
45088,2016-10-20 03:59:00,365,4,239.9600067,0.0,64.79000092
50489,,365,4,230.3600006,9.600000381,83.62000275
44409,,365,4,227.9600067,12.0,74.08999634
42101,,365,4,226.7599945,13.19999981,92.97000122
50424,,365,4,208.7700043,31.19000053,70.55999756
49825,2016-12-28 07:33:00,502,4,200.0,0.0,96.0
41294,2016-08-25 18:46:00,502,4,198.0,2.0,-145.1300049
42023,,627,4,155.1600037,4.800000191,45.0
47774,2016-11-28 09:00:00,627,4,151.1600037,8.800000191,51.09000015
41827,,564,4,111.5999985,8.399999619,31.25
47193,2016-11-19 21:27:00,502,4,170.0,30.0,-459.0
42626,2016-09-14 05:26:00,502,4,160.0,40.0,-248.0
46199,,502,4,150.0,50.0,13.19999981
48468,,885,4,94.45999908,5.5,46.29000092
51009,2017-01-14 14:22:00,191,4,395.9599915,4.0,182.1399994
46229,,191,4,391.9599915,8.0,-261.4400024
42882,2016-09-17 23:07:00,191,4,379.9599915,20.0,178.5800018
46827,2016-11-14 13:14:00,191,4,363.9599915,36.0,167.4199982
48684,,191,4,359.9599915,40.0,-76.66999817
48684,,191,4,351.9599915,48.0,165.4199982
46416,,191,4,351.9599915,48.0,-82.01000214
47343,2016-11-22 02:00:00,191,4,339.9700012,59.99000168,91.79000092
41686,2016-08-31 12:06:00,403,1,124.7900009,5.199999809,40.56000137
41896,,403,1,124.7900009,5.199999809,41.18000031
28168,2016-02-16 04:09:00,365,1,56.99000168,3.0,27.36000061
24992,2015-12-31 19:27:00,403,1,123.4899979,6.5,26.05999947
30851,2016-03-26 08:07:00,403,1,123.4899979,6.5,32.47999954
25074,,403,1,123.4899979,6.5,35.81000137
76870,2018-01-27 02:38:00,1363,1,205.0299988,10.78999996,102.5100021
25163,,403,1,123.4899979,6.5,15.43999958
28036,2016-02-14 05:54:00,403,1,123.4899979,6.5,4.570000172
22679,2015-11-28 01:06:00,403,1,123.4899979,6.5,61.75
23610,,403,1,123.4899979,6.5,38.65000153
42828,2016-09-17 04:12:00,365,1,56.99000168,3.0,14.25
41896,,403,1,123.4899979,6.5,-6.170000076
48713,,403,1,123.4899979,6.5,20.12999916
45668,2016-10-28 15:11:00,403,1,123.4899979,6.5,54.34000015
74796,2017-12-27 20:01:00,1353,1,436.1000061,25.37999916,43.61000061
27918,,403,1,122.8399963,7.150000095,42.99000168
30097,2016-03-15 07:58:00,365,1,56.68999863,3.299999952,19.84000015
30966,2016-03-28 00:25:00,403,1,122.8399963,7.150000095,54.04999924
30063,2016-03-14 20:03:00,403,1,122.8399963,7.150000095,-184.2599945
22019,2015-11-18 09:53:00,403,1,122.8399963,7.150000095,39.91999817
24230,2015-12-20 16:29:00,403,1,122.8399963,7.150000095,41.52000046
48713,,403,1,122.8399963,7.150000095,9.210000038
42353,,403,1,122.8399963,7.150000095,12.27999973
45668,2016-10-28 15:11:00,403,1,122.8399963,7.150000095,36.84999847
42134,,403,1,120.8899994,9.100000381,60.45000076
21522,,403,1,120.8899994,9.100000381,-29.37999916
23767,2015-12-13 22:17:00,403,1,120.8899994,9.100000381,15.10999966
25433,,403,1,120.8899994,9.100000381,-105.7799988
73893,2017-12-14 15:39:00,1363,1,200.7100067,15.10999966,72.86000061
30085,2016-03-15 03:45:00,365,1,55.79000092,4.199999809,26.78000069
